ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE SERVICIO,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,CARBON AL GRANEL,82551,0,0,0,0,0,0,0,2018,1
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,14514,0,0,2020,10
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7302,0,0,2019,12
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,17651,0,0,0,0,0,0,2018,11
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,24059,6446,0,0,0,0,0,599,2019,3
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CONTENEDORES,0,781,0,0,0,0,0,0,2018,9
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,813744,0,0,0,0,0,0,0,2020,1
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,71747,66834,0,0,0,0,0,0,2022,1
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,GENERAL,9935,4,0,0,0,0,0,0,2018,6
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,4859,0,0,2021,4
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,0,20669,0,0,0,8018,0,0,2021,3
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,12150,0,0,2021,6
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,34243,0,0,0,0,0,0,2018,5
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL LIQUIDO,0,36851,0,0,0,0,0,0,2021,2
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,5478,50741,0,0,0,1049,0,0,2021,3
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,92159,0,0,0,0,0,0,0,2018,4
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,CONTENEDORES,0,0,0,0,0,5984,0,0,2019,12
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,CARBON AL GRANEL,85832,0,0,0,0,0,0,0,2022,1
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,66257,0,0,0,0,0,0,2018,10
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,180241,0,0,0,100778,0,0,2020,6
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,62,38479,0,0,0,0,0,0,2020,4
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,5585,0,0,0,5722,0,0,2018,12
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,91490,0,0,0,2018,9
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GENERAL,170,11682,3573,0,0,3128,0,0,2018,11
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,0,1492,0,0,0,0,0,0,2021,5
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GENERAL,7500,0,0,0,0,0,0,0,2018,3
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,689339,0,0,0,0,0,0,0,2018,11
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,0,0,0,0,0,0,0,0,2019,2
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,5323,9040,0,0,0,0,0,0,2018,3
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,39601,0,0,0,0,0,0,2021,11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,789,0,0,0,0,0,0,2021,8
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,62341,0,0,0,0,0,0,2022,2
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,280,0,0,0,0,0,0,2020,3
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,CONTENEDORES,46192,12332,0,0,0,0,0,0,2019,2
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,24872,0,0,0,0,0,0,2019,11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,587,1877,0,0,0,7149,0,0,2022,1
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,895937,0,0,0,0,0,0,0,2019,8
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,32262,0,0,0,0,0,0,0,2019,11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,8061,0,0,0,0,0,0,2019,9
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,2263,0,0,0,0,0,0,2018,1
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,153093,0,0,0,0,0,0,2018,6
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,111,0,0,0,2019,11
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,35016,0,0,0,0,0,0,0,2018,8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,37358,0,0,0,0,0,0,2021,8
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,5000,56000,0,0,0,0,0,0,2019,2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,227830,29491,0,0,0,0,0,0,2019,9
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,56116,0,0,0,0,0,0,2019,8
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,79,40,0,0,0,0,0,0,2020,5
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,10000,0,0,0,0,0,0,0,2021,3
BARRANQUILLA,SOCIEDAD PORTUARIA MICHELLMAR S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,276,0,0,0,2021,11
CARTAGENA,SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.,PUBLICO,GRANEL LIQUIDO,7311,0,0,0,0,0,0,0,2018,1
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,0,0,0,2021,5
TURBO,UNIBAN SERVICIOS S.A,PUBLICO,CONTENEDORES,26664,4502,0,0,0,35211,0,0,2021,9
CARTAGENA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,3218,0,0,2021,4
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,64313,48413,0,0,0,0,0,0,2021,2
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GRANEL LIQUIDO,0,0,0,0,1514,0,0,0,2018,10
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,6535,29861,0,0,0,1029,0,0,2019,3
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,71636,0,0,0,0,0,0,2019,11
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,133171,0,0,0,0,0,0,2020,5
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,3197,0,0,0,351,0,0,2021,3
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,2537,0,0,0,0,0,0,0,2020,11
TURBO,PROMOTORA BANANERA S.A,PUBLICO,CONTENEDORES,10082,0,0,0,0,0,0,0,2019,4
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,1261,0,0,2021,10
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CONTENEDORES,0,1011,0,0,0,0,0,0,2019,2
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,0,65274,0,0,0,0,0,0,2019,3
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,24459,20327,0,0,0,30897,0,0,2019,2
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,20010,0,0,0,0,0,0,2019,1
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GENERAL,10484,0,0,0,0,0,0,0,2019,10
BARRANQUILLA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,4072,0,0,2018,1
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,2978,0,0,2019,11
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GENERAL,0,1272,0,0,0,0,0,0,2019,8
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,GENERAL,14809,0,0,0,0,0,0,0,2018,2
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,10537,0,0,0,0,0,0,2018,11
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GENERAL,7000,0,0,0,0,0,0,0,2020,1
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,7706,0,0,0,604,0,0,2020,1
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,23100,0,0,0,0,0,0,2020,9
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,2362,65447,0,0,0,2002,0,0,2021,8
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,4842,0,0,2021,7
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,0,0,0,0,4340,0,0,2019,4
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,58538,0,0,0,0,0,0,2018,2
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,2504400,0,0,0,0,0,0,0,2018,11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,0,3404,0,0,0,6856,0,0,2018,10
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,73209,0,0,0,0,0,0,2020,9
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,1661,37483,0,0,0,19562,0,0,2019,1
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,21147,0,0,3198,0,0,0,2021,9
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,0,124,0,0,2655,0,0,2018,5
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,28996,0,0,0,0,0,0,2018,7
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,117,3,154,0,0,0,0,0,2019,6
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,0,4780,0,0,0,0,0,0,2019,10
CARTAGENA,PRIMAX COLOMBIA S.A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,32,0,0,0,2021,4
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,15960,13927,0,0,0,13990,0,0,2018,1
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,38,390,0,0,0,0,0,2021,10
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,84128,0,0,0,0,0,0,0,2021,11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,58,0,0,0,3900,0,0,2021,5
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GENERAL,7535,1573,204,0,0,306,0,0,2020,6
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,0,16546,0,0,0,0,0,0,2018,8
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,5500,35692,0,0,0,0,0,0,2018,10
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,6842,0,0,2022,2
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7302,0,0,2019,12
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,151631,0,0,0,0,0,0,0,2018,4
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,CONTENEDORES,0,0,0,0,358,0,0,0,2021,3
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,348,33281,0,0,0,0,0,0,2019,11
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,72842,0,0,0,2020,8
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,4915,0,0,2018,1
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,0,0,0,0,6000,0,0,2018,2
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,52280,0,0,0,2018,8
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,825,0,0,2018,7
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,58251,0,0,0,0,0,0,0,2019,6
Z.P. RIO MAGDALENA,SOCIEDAD PORTUARIA LA GLORIA DE COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,83299,0,0,0,2022,2
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,68270,0,0,0,2019,2
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,7405,14384,0,0,0,0,0,0,2018,5
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GENERAL,0,0,0,0,0,6997,0,0,2021,4
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,5500,0,0,0,0,0,0,2020,7
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,2437,0,0,2020,10
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,28000,0,0,0,0,0,0,2020,3
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,773,0,0,2018,10
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,1299850,0,0,0,0,0,0,0,2020,4
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CARBON AL GRANEL,0,28665,0,0,0,0,0,0,2020,6
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GENERAL,1738,17958,645,0,0,248,0,0,2019,7
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GENERAL,3501,0,0,0,0,4000,0,0,2021,11
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,CARBON AL GRANEL,111313,0,0,0,0,0,0,0,2021,11
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,10147,0,0,0,0,0,0,0,2020,6
TURBO,PROMOTORA BANANERA S.A,PUBLICO,GENERAL,1967,0,0,0,0,0,0,0,2020,1
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,27730,0,0,0,0,0,0,2021,10
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,3469,0,0,0,0,0,0,2020,9
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GENERAL,0,1076,0,0,0,0,0,0,2019,5
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,2300,12620,0,0,0,0,0,0,2021,4
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,119000,7777,0,0,0,0,0,0,2019,4
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7240,0,0,2019,11
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GRANEL LIQUIDO,0,0,0,0,63,0,0,0,2019,7
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,192,167,0,0,51,0,0,2021,5
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,79,392,0,0,0,0,0,0,2020,2
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,7664,0,0,0,0,0,0,2019,4
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GENERAL,408,0,0,0,0,0,0,0,2021,10
CARTAGENA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,2172,0,0,2020,8
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,6119,0,0,0,0,35295,0,0,2020,1
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,100,2030,0,0,0,6738,0,0,2019,1
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,33934,0,0,0,489,0,0,2021,8
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,6613,0,0,2021,12
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,117614,0,0,0,0,0,0,0,2020,11
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,77,157,0,0,0,0,0,0,2020,6
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,CONTENEDORES,0,0,0,0,2546,0,0,0,2021,11
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,9000,351475,0,0,0,0,0,0,2021,1
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,0,30816,0,0,0,0,0,0,2018,6
CARTAGENA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,368902,133856,0,0,0,148505,0,0,2020,10
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,125859,0,0,0,0,0,0,0,2019,1
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,0,28941,0,0,0,0,0,0,2019,5
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL LIQUIDO,0,28414,0,0,0,0,0,0,2021,2
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,0,68884,0,0,0,0,0,0,2019,7
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,54222,0,0,0,0,0,0,0,2019,8
CARTAGENA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,252777,145526,0,0,0,164205,0,0,2018,3
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,37245,0,0,0,0,0,0,2019,1
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,872081,0,0,0,0,0,0,0,2018,6
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,1196,0,0,0,0,0,0,2018,10
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,0,4985,0,0,0,0,0,0,2021,3
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,CONTENEDORES,0,0,0,0,0,5402,0,0,2019,5
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,3238,0,0,0,0,0,0,2019,2
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,6038,0,0,0,0,0,0,0,2021,9
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,60957,0,0,0,0,0,0,2019,3
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,64969,0,0,0,0,0,0,0,2019,10
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,PUBLICO,GRANEL LIQUIDO,0,3534,0,0,0,0,0,0,2020,1
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,52282,26646,0,0,0,0,0,0,2021,8
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,5000,224275,0,0,0,0,0,0,2022,2
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,113842,0,0,0,2018,4
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,0,11089,0,0,0,0,0,0,2018,7
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,320,98245,0,0,0,7592,0,0,2021,7
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,6253,0,0,0,0,0,0,2019,7
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,105449,0,0,0,0,0,0,0,2020,12
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GENERAL,0,5500,0,0,0,0,0,0,2020,10
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,62458,0,0,0,0,0,0,2021,3
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CONTENEDORES,34,442,0,0,0,0,0,0,2019,7
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,75991,0,0,0,2022,1
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,1200,0,0,0,0,0,0,2018,8
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CONTENEDORES,55,176,0,0,0,0,0,0,2021,11
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,118,0,0,0,2018,2
CARTAGENA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,231364,76389,0,0,0,246810,0,0,2020,11
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,CARBON AL GRANEL,70365,0,0,0,0,0,0,0,2018,7
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,81107,0,0,0,0,0,0,0,2020,10
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,241962,0,0,0,142467,0,0,2018,8
